content,at,appVersion,POSITIVE SCORE,NEGATIVE SCORE,NEUTRAL SCORE,COMPOUND SCORE,Sentiment
not working,2022-06-12 06:38:37,4.24.0,0.0,0.0,100.0,0.0,Neutral
MASHA ALLAH Excellent app very much a supportive,2022-06-11 22:19:48,4.24.0,55.300000000000004,0.0,44.7,73.34,Positive
Good,2022-06-11 12:18:14,4.23.0,100.0,0.0,0.0,44.04,Positive
Helpful,2022-06-11 12:02:42,,100.0,0.0,0.0,42.15,Positive
good,2022-06-10 18:12:03,,100.0,0.0,0.0,44.04,Positive
S t c good network in ksa,2022-06-10 14:16:53,4.22.0,49.2,0.0,50.8,44.04,Positive
Not working,2022-06-10 08:03:20,4.24.0,0.0,0.0,100.0,0.0,Neutral
Nice,2022-06-10 06:20:21,4.22.0,100.0,0.0,0.0,42.15,Positive
Very bad experience with the app and service team,2022-06-10 01:31:53,,0.0,32.2,67.80000000000001,-58.489999999999995,Negative
I proud this app,2022-06-10 01:11:00,4.24.0,60.8,0.0,39.2,47.67,Positive
Internet speed very bad Used long time,2022-06-09 10:25:13,4.24.0,0.0,38.7,61.3,-58.489999999999995,Negative
App is not useful for foreigners,2022-06-09 10:00:17,4.24.0,0.0,32.5,67.5,-34.12,Negative
very good,2022-06-09 07:47:41,,76.2,0.0,23.799999999999997,49.27,Positive
Excellent,2022-06-09 06:30:20,4.24.0,100.0,0.0,0.0,57.19,Positive
Very good,2022-06-09 05:12:50,,76.2,0.0,23.799999999999997,49.27,Positive
Good,2022-06-09 03:24:32,4.24.0,100.0,0.0,0.0,44.04,Positive
Good,2022-06-08 22:55:39,4.24.0,100.0,0.0,0.0,44.04,Positive
Takes too much time to open the app,2022-06-08 20:14:41,4.24.0,0.0,0.0,100.0,0.0,Neutral
good,2022-06-08 18:20:44,4.23.0,100.0,0.0,0.0,44.04,Positive
Nice,2022-06-08 09:30:20,,100.0,0.0,0.0,42.15,Positive
Nice app,2022-06-08 05:36:41,4.4.0,73.7,0.0,26.3,42.15,Positive
Ok,2022-06-08 00:06:39,4.24.0,100.0,0.0,0.0,29.599999999999998,Positive
Veery good Apps,2022-06-07 16:02:34,4.23.0,59.199999999999996,0.0,40.8,44.04,Positive
Wow,2022-06-07 14:24:49,4.23.0,100.0,0.0,0.0,58.589999999999996,Positive
Nice app,2022-06-07 09:51:54,4.22.0,73.7,0.0,26.3,42.15,Positive
Good,2022-06-07 04:17:38,4.22.0,100.0,0.0,0.0,44.04,Positive
Beautiful,2022-06-07 00:36:08,,100.0,0.0,0.0,59.940000000000005,Positive
Firoz ANSARI,2022-06-06 21:19:02,4.22.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-06-06 21:05:30,4.23.0,100.0,0.0,0.0,44.04,Positive
Good,2022-06-06 14:13:02,4.1.1,100.0,0.0,0.0,44.04,Positive
Great app,2022-06-06 08:03:21,4.23.0,80.4,0.0,19.6,62.49,Positive
good,2022-06-06 07:40:17,4.12.0,100.0,0.0,0.0,44.04,Positive
Very user friendly,2022-06-06 04:09:30,4.22.0,63.5,0.0,36.5,53.900000000000006,Positive
Wye Oak ridgesa to the w Iww Of u us w Iww Of,2022-06-05 20:34:20,4.22.0,0.0,0.0,100.0,0.0,Neutral
Ok,2022-06-05 08:44:26,4.23.0,100.0,0.0,0.0,29.599999999999998,Positive
Good,2022-06-05 08:38:52,4.22.0,100.0,0.0,0.0,44.04,Positive
I can not use WhatsApp or video call,2022-06-05 07:55:51,4.23.0,0.0,0.0,100.0,0.0,Neutral
Nice ape,2022-06-05 05:05:12,,73.7,0.0,26.3,42.15,Positive
Viri nais,2022-06-05 03:12:12,4.22.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-06-05 02:32:26,4.22.0,100.0,0.0,0.0,44.04,Positive
I download my stc but he not install,2022-06-05 02:09:58,4.13.0,0.0,0.0,100.0,0.0,Neutral
Very Good,2022-06-04 23:44:38,4.23.0,76.2,0.0,23.799999999999997,49.27,Positive
Very nice,2022-06-04 19:39:19,4.23.0,75.6,0.0,24.4,47.54,Positive
Good network,2022-06-04 15:50:18,,74.4,0.0,25.6,44.04,Positive
Awesome,2022-06-04 15:01:40,4.22.0,100.0,0.0,0.0,62.49,Positive
Can not download it,2022-06-04 09:58:38,4.23.0,0.0,0.0,100.0,0.0,Neutral
Good app,2022-06-04 09:12:18,4.22.0,74.4,0.0,25.6,44.04,Positive
Very Nice,2022-06-04 06:54:49,4.22.0,75.6,0.0,24.4,47.54,Positive
good,2022-06-04 04:55:26,,100.0,0.0,0.0,44.04,Positive
Nice,2022-06-04 04:29:26,4.22.0,100.0,0.0,0.0,42.15,Positive
Not works,2022-06-04 03:11:16,4.22.0,0.0,0.0,100.0,0.0,Neutral
Love stc,2022-06-04 01:42:23,4.22.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Many bugs and everytime you need to check your data status you forced to update,2022-06-04 01:38:25,4.23.0,0.0,17.599999999999998,82.39999999999999,-45.879999999999995,Negative
Great app,2022-06-04 00:36:23,4.23.0,80.4,0.0,19.6,62.49,Positive
Good,2022-06-03 19:59:47,4.22.0,100.0,0.0,0.0,44.04,Positive
Very good service,2022-06-03 12:29:41,4.22.0,61.5,0.0,38.5,49.27,Positive
V goog,2022-06-03 07:07:34,4.22.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-06-03 04:01:56,4.22.0,100.0,0.0,0.0,44.04,Positive
Thanks so much,2022-06-03 03:23:30,4.22.0,59.199999999999996,0.0,40.8,44.04,Positive
Excellent,2022-06-03 03:14:12,,100.0,0.0,0.0,57.19,Positive
Good service thanks stc,2022-06-02 19:52:34,4.23.0,74.4,0.0,25.6,70.03,Positive
Good,2022-06-02 19:31:57,4.22.0,100.0,0.0,0.0,44.04,Positive
Nice,2022-06-02 19:12:24,,100.0,0.0,0.0,42.15,Positive
Its good,2022-06-02 17:30:58,4.22.0,74.4,0.0,25.6,44.04,Positive
Nice app,2022-06-02 14:52:31,4.22.0,73.7,0.0,26.3,42.15,Positive
V v good,2022-06-02 14:39:20,4.20.0,100.0,0.0,0.0,44.04,Positive
Best,2022-06-02 13:10:46,4.22.0,100.0,0.0,0.0,63.690000000000005,Positive
Somthing went worng massege is not allowing me to open the application,2022-06-02 03:23:23,4.23.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-06-01 01:08:16,4.23.0,100.0,0.0,0.0,44.04,Positive
good,2022-05-31 15:25:47,4.23.0,100.0,0.0,0.0,44.04,Positive
Very bad app,2022-05-31 07:02:10,4.23.0,0.0,65.5,34.5,-58.489999999999995,Negative
Good,2022-05-30 17:36:19,,100.0,0.0,0.0,44.04,Positive
Bad,2022-05-30 12:24:14,4.23.0,0.0,100.0,0.0,-54.230000000000004,Negative
Good,2022-05-30 06:11:24,,100.0,0.0,0.0,44.04,Positive
Nice,2022-05-29 09:43:56,4.23.0,100.0,0.0,0.0,42.15,Positive
Oo,2022-05-27 11:56:00,4.23.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-05-27 09:27:07,4.23.0,100.0,0.0,0.0,44.04,Positive
excellent service,2022-05-27 08:41:47,4.21.0,78.7,0.0,21.3,57.19,Positive
Very good,2022-05-26 18:48:14,4.1.1,76.2,0.0,23.799999999999997,49.27,Positive
Good,2022-05-26 03:42:41,4.23.0,100.0,0.0,0.0,44.04,Positive
Good,2022-05-26 01:49:28,4.23.0,100.0,0.0,0.0,44.04,Positive
It doesnt even open,2022-05-25 19:43:32,,0.0,0.0,100.0,0.0,Neutral
Thank you,2022-05-25 16:02:11,4.23.0,71.39999999999999,0.0,28.599999999999998,36.120000000000005,Positive
Excellent,2022-05-25 03:25:15,4.22.0,100.0,0.0,0.0,57.19,Positive
Not work most times,2022-05-24 07:55:34,4.23.0,0.0,0.0,100.0,0.0,Neutral
Cool and cool,2022-05-24 07:09:01,4.23.0,82.1,0.0,17.9,55.74,Positive
Nice,2022-05-24 02:57:54,4.23.0,100.0,0.0,0.0,42.15,Positive
Good working,2022-05-24 01:02:24,4.23.0,74.4,0.0,25.6,44.04,Positive
Good luck,2022-05-23 09:04:00,4.23.0,100.0,0.0,0.0,70.96000000000001,Positive
Plesse Helpp,2022-05-22 13:07:14,4.1.1,0.0,0.0,100.0,0.0,Neutral
It just hangs,2022-05-21 20:58:17,4.23.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-05-21 09:27:10,4.23.0,100.0,0.0,0.0,44.04,Positive
Limited Options,2022-05-21 07:22:17,4.23.0,0.0,65.5,34.5,-22.63,Negative
Good,2022-05-20 15:14:29,,100.0,0.0,0.0,44.04,Positive
Excellent,2022-05-20 07:42:28,,100.0,0.0,0.0,57.19,Positive
Awesome,2022-05-20 02:22:16,,100.0,0.0,0.0,62.49,Positive
Horrible app,2022-05-19 14:51:11,4.23.0,0.0,77.8,22.2,-54.230000000000004,Negative
Use full interface,2022-05-19 12:51:07,4.1.1,0.0,0.0,100.0,0.0,Neutral
Ok,2022-05-19 09:18:57,4.23.0,100.0,0.0,0.0,29.599999999999998,Positive
The monthly payment is done,2022-05-19 07:58:39,4.23.0,0.0,0.0,100.0,0.0,Neutral
Very Bad service,2022-05-19 07:56:56,4.23.0,0.0,65.5,34.5,-58.489999999999995,Negative
Bad,2022-05-19 03:44:45,4.23.0,0.0,100.0,0.0,-54.230000000000004,Negative
excellent,2022-05-18 08:26:39,4.22.0,100.0,0.0,0.0,57.19,Positive
Very good app excellent results,2022-05-18 03:10:13,4.23.0,70.5,0.0,29.5,79.96,Positive
Good,2022-05-17 11:17:00,4.23.0,100.0,0.0,0.0,44.04,Positive
Very vad,2022-05-17 06:52:00,4.21.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-05-16 16:14:43,4.22.0,100.0,0.0,0.0,44.04,Positive
Nc,2022-05-16 07:59:46,,0.0,0.0,100.0,0.0,Neutral
What happend my stc app still not working pls i need help thanks,2022-05-16 06:20:45,,35.4,7.7,56.89999999999999,65.73,Positive
nice,2022-05-16 02:26:57,4.23.0,100.0,0.0,0.0,42.15,Positive
Stc very expressive,2022-05-15 17:42:46,4.23.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-05-14 10:22:20,4.23.0,100.0,0.0,0.0,44.04,Positive
Good aps ksa,2022-05-14 02:30:07,,59.199999999999996,0.0,40.8,44.04,Positive
Update your application and your service and your application officers,2022-05-13 14:32:29,4.23.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-05-12 22:59:57,,100.0,0.0,0.0,44.04,Positive
Exhalent,2022-05-12 19:46:29,4.23.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-05-12 17:37:22,4.23.0,100.0,0.0,0.0,44.04,Positive
good app,2022-05-11 20:48:24,4.23.0,74.4,0.0,25.6,44.04,Positive
Super,2022-05-11 03:23:39,4.22.0,100.0,0.0,0.0,59.940000000000005,Positive
Good,2022-05-10 16:12:35,4.23.0,100.0,0.0,0.0,44.04,Positive
Very nice,2022-05-09 18:11:50,,75.6,0.0,24.4,47.54,Positive
Hindi na maganda ang network nyo,2022-05-09 07:02:35,4.23.0,0.0,0.0,100.0,0.0,Neutral
Goooood,2022-05-08 15:28:19,4.21.0,0.0,0.0,100.0,0.0,Neutral
Usefull application,2022-05-08 09:11:21,4.23.0,0.0,0.0,100.0,0.0,Neutral
Very satisfying,2022-05-08 08:51:30,4.1.1,76.7,0.0,23.3,50.949999999999996,Positive
Nyc,2022-05-07 01:58:23,4.22.0,0.0,0.0,100.0,0.0,Neutral
Very nice this apps,2022-05-06 18:43:17,4.21.0,50.8,0.0,49.2,47.54,Positive
Iwueu,2022-05-06 13:50:49,,0.0,0.0,100.0,0.0,Neutral
Op,2022-05-05 15:01:14,,0.0,0.0,100.0,0.0,Neutral
My stc ap not working not opening,2022-05-05 14:31:54,4.23.0,0.0,0.0,100.0,0.0,Neutral
Useful,2022-05-05 05:31:56,4.23.0,100.0,0.0,0.0,44.04,Positive
Good,2022-05-05 01:06:43,4.23.0,100.0,0.0,0.0,44.04,Positive
Hoping for good signal in the city side,2022-05-05 00:29:54,4.1.1,48.699999999999996,0.0,51.300000000000004,69.08,Positive
Excellent service,2022-05-04 15:38:27,4.1.1,78.7,0.0,21.3,57.19,Positive
Excellent,2022-05-04 11:45:34,4.20.0,100.0,0.0,0.0,57.19,Positive
Very good app,2022-05-04 06:09:02,4.23.0,61.5,0.0,38.5,49.27,Positive
Nice app,2022-05-04 00:41:22,4.21.0,73.7,0.0,26.3,42.15,Positive
Great,2022-05-03 08:59:03,4.23.0,100.0,0.0,0.0,62.49,Positive
good,2022-05-03 01:43:00,4.19.0,100.0,0.0,0.0,44.04,Positive
Poor,2022-05-02 13:44:01,4.20.0,0.0,100.0,0.0,-47.67,Negative
Good,2022-05-02 12:45:29,4.21.0,100.0,0.0,0.0,44.04,Positive
Good,2022-05-01 13:42:37,4.23.0,100.0,0.0,0.0,44.04,Positive
Nice app,2022-05-01 03:51:35,4.19.0,73.7,0.0,26.3,42.15,Positive
Nic,2022-04-30 15:44:31,,0.0,0.0,100.0,0.0,Neutral
Good,2022-04-30 03:40:21,4.22.0,100.0,0.0,0.0,44.04,Positive
Good,2022-04-29 09:50:45,,100.0,0.0,0.0,44.04,Positive
good,2022-04-29 02:50:55,4.22.0,100.0,0.0,0.0,44.04,Positive
Great apps,2022-04-29 02:08:58,,80.4,0.0,19.6,62.49,Positive
Not Opening,2022-04-28 16:45:14,4.12.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-04-28 15:10:22,4.23.0,100.0,0.0,0.0,44.04,Positive
Good working,2022-04-28 07:53:12,4.23.0,74.4,0.0,25.6,44.04,Positive
Excellent,2022-04-28 07:19:59,4.23.0,100.0,0.0,0.0,57.19,Positive
Bad app,2022-04-28 03:34:59,,0.0,77.8,22.2,-54.230000000000004,Negative
jlo,2022-04-28 03:20:28,4.23.0,0.0,0.0,100.0,0.0,Neutral
v good,2022-04-28 03:19:13,4.21.0,100.0,0.0,0.0,44.04,Positive
Nice,2022-04-27 16:34:58,4.21.0,100.0,0.0,0.0,42.15,Positive
Good,2022-04-27 13:13:32,4.21.0,100.0,0.0,0.0,44.04,Positive
Ok,2022-04-26 23:12:09,3.15.0,100.0,0.0,0.0,29.599999999999998,Positive
Bundles are so expensive,2022-04-26 13:45:25,4.23.0,0.0,0.0,100.0,0.0,Neutral
Two Gold reporters the early,2022-04-26 13:44:53,,0.0,0.0,100.0,0.0,Neutral
Good apps,2022-04-26 12:25:47,4.23.0,74.4,0.0,25.6,44.04,Positive
Useless apps,2022-04-26 12:10:07,,0.0,73.7,26.3,-42.15,Negative
Good,2022-04-26 11:06:18,4.23.0,100.0,0.0,0.0,44.04,Positive
Awesome,2022-04-25 10:06:29,4.23.0,100.0,0.0,0.0,62.49,Positive
Give offer,2022-04-25 01:12:03,4.23.0,0.0,0.0,100.0,0.0,Neutral
Very good,2022-04-24 20:17:04,4.21.0,76.2,0.0,23.799999999999997,49.27,Positive
Good apps,2022-04-24 18:00:36,4.22.0,74.4,0.0,25.6,44.04,Positive
Super,2022-04-24 06:17:10,4.21.0,100.0,0.0,0.0,59.940000000000005,Positive
Good app,2022-04-24 04:37:02,4.22.0,74.4,0.0,25.6,44.04,Positive
Very nice,2022-04-23 18:15:24,4.21.0,75.6,0.0,24.4,47.54,Positive
Good,2022-04-22 21:09:21,4.22.0,100.0,0.0,0.0,44.04,Positive
Excellent service,2022-04-21 01:05:41,4.22.0,78.7,0.0,21.3,57.19,Positive
Dr,2022-04-20 21:54:59,4.20.0,0.0,0.0,100.0,0.0,Neutral
wonderful apps mind blowing,2022-04-20 10:20:51,,55.2,0.0,44.800000000000004,57.19,Positive
Nice,2022-04-19 17:33:26,4.22.0,100.0,0.0,0.0,42.15,Positive
Super,2022-04-19 09:33:38,4.21.0,100.0,0.0,0.0,59.940000000000005,Positive
Its a good app and providing all details,2022-04-18 23:29:42,4.22.0,32.6,0.0,67.4,44.04,Positive
very good,2022-04-18 11:03:42,4.22.0,76.2,0.0,23.799999999999997,49.27,Positive
Coudnt reset my Password,2022-04-18 10:42:30,,0.0,0.0,100.0,0.0,Neutral
This is apps is good and long time,2022-04-18 07:42:02,4.22.0,29.299999999999997,0.0,70.7,44.04,Positive
Good,2022-04-17 09:50:23,4.21.0,100.0,0.0,0.0,44.04,Positive
Nice,2022-04-17 09:06:13,,100.0,0.0,0.0,42.15,Positive
Excellent,2022-04-17 04:04:33,4.22.0,100.0,0.0,0.0,57.19,Positive
Bad,2022-04-16 10:17:15,4.22.0,0.0,100.0,0.0,-54.230000000000004,Negative
Excellent,2022-04-16 02:13:22,4.22.0,100.0,0.0,0.0,57.19,Positive
Good app,2022-04-14 16:41:40,4.22.0,74.4,0.0,25.6,44.04,Positive
Great team work,2022-04-14 09:07:14,4.21.0,67.2,0.0,32.800000000000004,62.49,Positive
Good,2022-04-14 05:40:08,4.22.0,100.0,0.0,0.0,44.04,Positive
Useful app,2022-04-13 22:57:30,4.22.0,74.4,0.0,25.6,44.04,Positive
Very bad experience,2022-04-13 17:43:21,,0.0,65.5,34.5,-58.489999999999995,Negative
Please open this app,2022-04-13 15:25:22,4.20.0,43.4,0.0,56.599999999999994,31.819999999999997,Positive
Not good service,2022-04-13 14:50:34,4.3.0,0.0,54.6,45.4,-34.12,Negative
Excellent,2022-04-13 13:40:35,4.21.0,100.0,0.0,0.0,57.19,Positive
Good,2022-04-12 02:48:42,4.20.0,100.0,0.0,0.0,44.04,Positive
good app,2022-04-11 22:09:19,4.22.0,74.4,0.0,25.6,44.04,Positive
Very bad aap,2022-04-11 16:37:33,4.21.0,0.0,65.5,34.5,-58.489999999999995,Negative
Great,2022-04-11 15:56:52,4.22.0,100.0,0.0,0.0,62.49,Positive
Good app,2022-04-11 10:50:21,4.21.0,74.4,0.0,25.6,44.04,Positive
Nice,2022-04-11 10:33:49,4.21.0,100.0,0.0,0.0,42.15,Positive
Very nice,2022-04-11 07:55:18,,75.6,0.0,24.4,47.54,Positive
Good working,2022-04-10 11:01:03,4.21.0,74.4,0.0,25.6,44.04,Positive
Good,2022-04-10 07:44:15,4.22.0,100.0,0.0,0.0,44.04,Positive
Excellent,2022-04-10 06:05:12,,100.0,0.0,0.0,57.19,Positive
Nice,2022-04-09 23:03:52,,100.0,0.0,0.0,42.15,Positive
Nic,2022-04-09 18:07:58,4.22.0,0.0,0.0,100.0,0.0,Neutral
Need improvement,2022-04-09 11:37:39,4.20.0,75.0,0.0,25.0,45.879999999999995,Positive
Nice app,2022-04-09 10:41:31,4.20.0,73.7,0.0,26.3,42.15,Positive
Nice,2022-04-09 10:07:12,4.22.0,100.0,0.0,0.0,42.15,Positive
rito Philippine,2022-04-09 09:50:37,4.21.0,0.0,0.0,100.0,0.0,Neutral
Good experience,2022-04-09 05:33:29,4.22.0,74.4,0.0,25.6,44.04,Positive
Why my sim card disabbled to play games,2022-04-09 04:08:51,4.22.0,25.5,0.0,74.5,34.0,Positive
not giving offers,2022-04-08 20:44:35,4.22.0,0.0,50.4,49.6,-25.840000000000003,Negative
Good apps,2022-04-08 11:35:36,4.22.0,74.4,0.0,25.6,44.04,Positive
love this app,2022-04-08 08:08:03,4.21.0,67.7,0.0,32.300000000000004,63.690000000000005,Positive
The best way,2022-04-08 06:42:30,4.20.0,67.7,0.0,32.300000000000004,63.690000000000005,Positive
Good,2022-04-08 06:07:13,4.22.0,100.0,0.0,0.0,44.04,Positive
I am not interested this app All week need apdate,2022-04-08 05:27:30,4.12.0,0.0,22.0,78.0,-30.89,Negative
Excellent,2022-04-08 04:20:37,4.22.0,100.0,0.0,0.0,57.19,Positive
Good but slowly working,2022-04-08 03:11:36,4.22.0,39.4,0.0,60.6,23.82,Positive
Worst application ever,2022-04-07 14:37:55,4.22.0,0.0,67.2,32.800000000000004,-62.49,Negative
Very good,2022-04-07 12:08:10,4.21.0,76.2,0.0,23.799999999999997,49.27,Positive
Good,2022-04-07 04:01:43,4.22.0,100.0,0.0,0.0,44.04,Positive
Very good,2022-04-07 03:43:18,4.21.0,76.2,0.0,23.799999999999997,49.27,Positive
Ok,2022-04-07 02:36:47,4.15.1,100.0,0.0,0.0,29.599999999999998,Positive
Good,2022-04-07 01:34:44,4.22.0,100.0,0.0,0.0,44.04,Positive
Good,2022-04-06 23:16:04,4.22.0,100.0,0.0,0.0,44.04,Positive
Good app,2022-04-06 14:54:46,,74.4,0.0,25.6,44.04,Positive
It is painful to run out of data and not be able to renew data with the app even when one has money on the phone,2022-04-06 12:21:54,4.22.0,0.0,10.4,89.60000000000001,-44.04,Negative
Good app,2022-04-06 11:42:40,4.21.0,74.4,0.0,25.6,44.04,Positive
This app is sarves good,2022-04-06 11:35:06,4.22.0,42.0,0.0,57.99999999999999,44.04,Positive
Satisfying,2022-04-06 07:17:04,4.20.0,100.0,0.0,0.0,45.879999999999995,Positive
Incredible app,2022-04-06 07:10:47,4.22.0,0.0,0.0,100.0,0.0,Neutral
Excellent services,2022-04-06 03:13:37,,78.7,0.0,21.3,57.19,Positive
Good APK,2022-04-06 03:12:13,4.21.0,74.4,0.0,25.6,44.04,Positive
Good,2022-04-06 02:47:35,4.20.0,100.0,0.0,0.0,44.04,Positive
Normal,2022-04-06 02:41:31,4.21.0,0.0,0.0,100.0,0.0,Neutral
Sometimes it stops and network problem always,2022-04-05 17:19:19,4.21.0,0.0,46.2,53.800000000000004,-51.06,Negative
Too much ask uptodate,2022-04-05 16:59:54,4.22.0,0.0,0.0,100.0,0.0,Neutral
Good app,2022-04-05 16:42:05,4.22.0,74.4,0.0,25.6,44.04,Positive
Good app,2022-04-05 13:11:33,,74.4,0.0,25.6,44.04,Positive
Super app,2022-04-05 10:10:40,4.22.0,79.60000000000001,0.0,20.4,59.940000000000005,Positive
Ok,2022-04-05 09:21:22,4.20.0,100.0,0.0,0.0,29.599999999999998,Positive
Good application,2022-04-05 03:56:17,4.22.0,74.4,0.0,25.6,44.04,Positive
Very Good,2022-04-04 23:54:59,4.22.0,76.2,0.0,23.799999999999997,49.27,Positive
This App is very Good,2022-04-04 21:26:54,4.21.0,44.4,0.0,55.60000000000001,49.27,Positive
Good,2022-04-04 21:23:50,4.21.0,100.0,0.0,0.0,44.04,Positive
Stc good network,2022-04-04 21:17:18,4.22.0,59.199999999999996,0.0,40.8,44.04,Positive
Everything Good,2022-04-04 20:55:13,4.22.0,74.4,0.0,25.6,44.04,Positive
nice,2022-04-04 19:33:50,4.20.0,100.0,0.0,0.0,42.15,Positive
excellent,2022-04-04 16:18:39,4.21.0,100.0,0.0,0.0,57.19,Positive
good,2022-04-04 13:55:41,4.20.0,100.0,0.0,0.0,44.04,Positive
Great,2022-04-04 09:41:27,4.21.0,100.0,0.0,0.0,62.49,Positive
Good experience great opportunity,2022-04-04 06:48:43,,90.7,0.0,9.3,86.89,Positive
Awsome,2022-04-04 04:18:57,4.21.0,0.0,0.0,100.0,0.0,Neutral
Nice,2022-04-04 00:03:36,4.21.0,100.0,0.0,0.0,42.15,Positive
Good app,2022-04-03 23:25:56,4.21.0,74.4,0.0,25.6,44.04,Positive
Best options are given,2022-04-03 16:27:47,4.22.0,58.3,0.0,41.699999999999996,63.690000000000005,Positive
Best app,2022-04-03 12:49:57,4.12.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Life long with stc,2022-04-03 11:19:47,4.22.0,0.0,0.0,100.0,0.0,Neutral
Verry easy to transaction,2022-04-03 10:31:10,4.22.0,49.2,0.0,50.8,44.04,Positive
Good,2022-04-03 07:52:31,4.21.0,100.0,0.0,0.0,44.04,Positive
Good,2022-04-03 06:47:28,4.21.0,100.0,0.0,0.0,44.04,Positive
Good,2022-04-03 05:54:34,4.22.0,100.0,0.0,0.0,44.04,Positive
Very useful app,2022-04-03 04:28:52,4.21.0,61.5,0.0,38.5,49.27,Positive
Good,2022-04-03 04:02:25,4.21.0,100.0,0.0,0.0,44.04,Positive
Knowledgable and easy to use,2022-04-03 03:02:20,4.21.0,42.0,0.0,57.99999999999999,44.04,Positive
Good app,2022-04-03 02:50:21,4.21.0,74.4,0.0,25.6,44.04,Positive
Good Yes,2022-04-02 22:47:29,4.21.0,100.0,0.0,0.0,68.08,Positive
Excellent Easy,2022-04-02 16:51:52,4.22.0,100.0,0.0,0.0,76.5,Positive
It is good,2022-04-02 16:41:24,4.21.0,59.199999999999996,0.0,40.8,44.04,Positive
Good app,2022-04-02 12:17:13,4.22.0,74.4,0.0,25.6,44.04,Positive
The good job,2022-04-02 12:14:56,,59.199999999999996,0.0,40.8,44.04,Positive
Naice apps,2022-04-02 10:52:27,,0.0,0.0,100.0,0.0,Neutral
good app,2022-04-02 10:23:45,4.21.0,74.4,0.0,25.6,44.04,Positive
Good,2022-04-02 09:57:49,4.21.0,100.0,0.0,0.0,44.04,Positive
Sophisticated app,2022-04-02 09:22:36,4.22.0,78.3,0.0,21.7,55.74,Positive
Good,2022-04-02 08:46:50,4.20.0,100.0,0.0,0.0,44.04,Positive
Good,2022-04-02 07:44:59,4.22.0,100.0,0.0,0.0,44.04,Positive
Nice,2022-04-02 03:27:49,4.22.0,100.0,0.0,0.0,42.15,Positive
Good start,2022-04-02 03:06:31,4.22.0,74.4,0.0,25.6,44.04,Positive
Informative app,2022-04-02 01:29:32,4.22.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-04-02 00:29:44,4.21.0,100.0,0.0,0.0,44.04,Positive
Good,2022-04-02 00:02:07,4.22.0,100.0,0.0,0.0,44.04,Positive
Nice app,2022-04-01 23:48:00,4.21.0,73.7,0.0,26.3,42.15,Positive
Very okay but one mistake you have to work on is how someone can access the app without any chargers just incase of purchasing internet package through my STC,2022-04-01 22:08:56,4.22.0,5.0,9.8,85.2,-36.19,Negative
Nice experience all in one place,2022-04-01 18:58:52,4.22.0,35.9,0.0,64.1,42.15,Positive
Prefer the old one,2022-04-01 17:06:33,4.21.0,0.0,0.0,100.0,0.0,Neutral
Some times,2022-04-01 12:37:33,4.21.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-04-01 10:28:00,4.22.0,100.0,0.0,0.0,44.04,Positive
Very satisfying,2022-04-01 09:44:42,,76.7,0.0,23.3,50.949999999999996,Positive
Good,2022-04-01 09:00:37,4.21.0,100.0,0.0,0.0,44.04,Positive
Well update,2022-04-01 08:00:55,4.21.0,67.7,0.0,32.300000000000004,27.32,Positive
Nice,2022-04-01 06:52:13,4.21.0,100.0,0.0,0.0,42.15,Positive
Poor app,2022-04-01 05:42:15,4.22.0,0.0,75.6,24.4,-47.67,Negative
excellent,2022-04-01 05:25:44,4.21.0,100.0,0.0,0.0,57.19,Positive
Update asking too much,2022-04-01 04:00:29,4.22.0,0.0,0.0,100.0,0.0,Neutral
Out standing service provider,2022-04-01 02:02:35,4.22.0,0.0,0.0,100.0,0.0,Neutral
miya miya srikha sawa,2022-04-01 01:29:12,4.12.0,0.0,0.0,100.0,0.0,Neutral
Good,2022-03-31 23:58:00,4.21.0,100.0,0.0,0.0,44.04,Positive
Excellent,2022-03-31 23:32:51,4.20.0,100.0,0.0,0.0,57.19,Positive
Good,2022-03-31 22:45:56,4.21.0,100.0,0.0,0.0,44.04,Positive
Nice,2022-03-31 22:35:42,4.21.0,100.0,0.0,0.0,42.15,Positive
Excelent every thing on finger tip easy to use,2022-03-31 22:15:11,4.22.0,26.6,0.0,73.4,44.04,Positive
Very good so helpful to use,2022-03-31 14:57:38,4.21.0,64.1,0.0,35.9,79.86,Positive
Very good,2022-03-31 14:22:24,4.20.0,76.2,0.0,23.799999999999997,49.27,Positive
Good,2022-03-31 13:49:50,4.21.0,100.0,0.0,0.0,44.04,Positive
Good offer,2022-03-31 12:29:49,4.22.0,74.4,0.0,25.6,44.04,Positive
i love that,2022-03-31 12:22:15,4.22.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
